,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H2O_ppt
2018-07-18 12:30:00,-5.74833,3.48401,0.9057069999999999,14.808049472945527,379.474,13.128
2018-07-18 12:30:00.100000,-5.99869,4.80009,0.0103588,14.899479238831816,379.19599999999997,13.1436
2018-07-18 12:30:00.200000,-5.42855,5.7093,-0.0434445,14.841910657051358,379.37699999999995,13.1511
2018-07-18 12:30:00.300000,-5.17892,3.85811,0.287935,14.909638997551383,379.18699999999995,13.174000000000001
2018-07-18 12:30:00.400000,-6.52226,4.55914,0.41438100000000005,14.784347828575392,379.314,13.2023
2018-07-18 12:30:00.500000,-4.778980000000001,3.94656,0.11903,14.840217550565285,379.026,13.203
2018-07-18 12:30:00.600000,-4.2748,3.00453,1.04721,14.8943994266603,378.976,13.2093
2018-07-18 12:30:00.700000,-4.41096,2.7459599999999997,1.26189,14.999391314301647,378.99800000000005,13.2469
2018-07-18 12:30:00.800000,-4.764419999999999,5.13544,0.809064,15.204349938783992,378.865,13.2666
2018-07-18 12:30:00.900000,-6.57755,4.5831800000000005,-0.10428499999999999,14.843603768514129,378.733,13.2945
2018-07-18 12:30:01,-6.66592,5.7640400000000005,-1.50405,14.855455688107156,378.9,13.3321
2018-07-18 12:30:01.100000,-4.55994,6.30518,0.6974130000000001,14.802970467032992,379.421,13.2962
2018-07-18 12:30:01.200000,-3.6943599999999996,6.15166,1.13022,14.91302562360653,379.38599999999997,13.2675
2018-07-18 12:30:01.300000,-5.9905800000000005,4.47319,1.3412899999999999,14.923185621217499,379.131,13.2606
2018-07-18 12:30:01.400000,-7.3521600000000005,4.71279,-0.268338,14.73525466833894,378.99,13.2718
2018-07-18 12:30:01.500000,-7.52325,5.47688,0.279663,14.698014373307899,379.13599999999997,13.2957
2018-07-18 12:30:01.600000,-8.00893,5.669169999999999,0.12311300000000001,14.945199564022971,379.38599999999997,13.2676
2018-07-18 12:30:01.700000,-7.7842199999999995,5.66646,0.849517,14.78265489130439,379.28,13.2613
2018-07-18 12:30:01.800000,-7.705089999999999,5.1073900000000005,0.240865,14.769111572304439,379.225,13.282
2018-07-18 12:30:01.900000,-7.8815100000000005,4.80927,0.12491600000000001,14.589692666029748,379.221,13.2916
2018-07-18 12:30:02,-7.93308,5.1113800000000005,0.24606999999999998,14.571076925565421,379.269,13.2646
2018-07-18 12:30:02.100000,-7.97682,4.63693,0.27584899999999996,14.374802140567738,379.355,13.2156
2018-07-18 12:30:02.200000,-7.34813,5.19473,-0.160748,14.544000559902088,379.76300000000003,13.1495
2018-07-18 12:30:02.300000,-7.723910000000001,5.23909,-0.0999567,14.670932035355975,379.759,13.0988
2018-07-18 12:30:02.400000,-7.46674,5.16033,-0.388857,14.689551005832982,379.70099999999996,13.0676
2018-07-18 12:30:02.500000,-7.03905,4.73,-0.312718,14.643850971492213,379.517,13.0669
2018-07-18 12:30:02.600000,-6.8677600000000005,5.02621,0.0263539,14.687858347268673,379.38599999999997,13.0755
2018-07-18 12:30:02.700000,-7.0776,5.24279,0.16875199999999999,14.833445174390931,379.661,13.0786
2018-07-18 12:30:02.800000,-6.71564,5.557259999999999,0.181702,14.875773831919958,379.338,13.0951
2018-07-18 12:30:02.900000,-7.184880000000001,5.958469999999999,-0.149312,14.906252391403939,379.265,13.1318
2018-07-18 12:30:03,-7.7633399999999995,5.994680000000001,0.212747,14.762340032250336,379.259,13.1555
2018-07-18 12:30:03.100000,-7.40592,5.71013,-0.282621,14.618463631251018,379.32800000000003,13.1923
2018-07-18 12:30:03.200000,-7.66255,7.026689999999999,0.137855,14.901172519509487,379.41,13.1723
2018-07-18 12:30:03.300000,-7.15183,5.50459,0.532303,14.764032909798516,379.50300000000004,13.1748
2018-07-18 12:30:03.400000,-6.6770000000000005,5.31312,0.499051,14.973988296802816,379.287,13.1979
2018-07-18 12:30:03.500000,-7.3573,4.30771,0.601441,14.77926903169299,379.19,13.2193
2018-07-18 12:30:03.600000,-6.46281,5.05586,0.25569200000000003,14.824979816153188,379.39300000000003,13.2242
2018-07-18 12:30:03.700000,-6.11648,5.03828,0.037087300000000004,14.743718707696303,379.358,13.2413
2018-07-18 12:30:03.800000,-5.61335,5.42192,-0.203924,14.77926903169299,379.19800000000004,13.2447
2018-07-18 12:30:03.900000,-6.86048,5.65255,-0.0372491,14.637080904602556,379.418,13.2387
2018-07-18 12:30:04,-6.507619999999999,5.50738,-0.0598976,14.721712464166217,379.353,13.2314
2018-07-18 12:30:04.100000,-6.34846,5.54901,0.240365,14.701399755136208,379.608,13.2154
2018-07-18 12:30:04.200000,-6.204940000000001,5.70161,0.09988150000000001,14.74033307702274,379.50199999999995,13.1946
2018-07-18 12:30:04.300000,-6.15104,5.49835,0.0280991,14.860535156872118,379.548,13.1831
